employeeid,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome(USD),NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimes,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,yearofjoining,TechnologyAdoption,Benefits,Facilities,ChallengingLevels,ExtracurricularActivities,YearOfLeaving
107936,29,Yes,Travel_Rarely,Research & Development,1,Medical,2,Male,3,1,Research Scientist,4,Divorced,4787,9,Y,Yes,14,3,2,3,4,3,4,2,2,2,2,2009,3,4,2,1,3,2011
107937,40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2809,2,Y,Y,14,3,3,0,8,2,3,2,2,2,2,2015,2,3,4,1,2,
107938,40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,1,Research Scientist,3,Single,2809,2,Y,No,14,3,4,0,8,2,3,2,2,2,2,2015,2,5,4,1,2,
107939,39,No,Travel_Frequently,Sales,20,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4127,2,Y,No,18,3,4,1,7,6,3,2,1,2,2,2015,3,4,5,0,5,
107940,58,Yes,Travel_Frequently,Research & Development,15,Life Sciences,1,Female,3,4,Research Director,3,Married,15787,2,Y,Yes,14,3,2,0,23,3,3,2,2,2,2,2012,4,3,2,1,4,2014
107941,46,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,5,Research Director,4,Single,19328,7,Y,N,17,3,3,1,24,3,3,2,1,2,2,2015,5,2,3,0,3,
107942,51,No,Travel_Rarely,Research & Development,3,Technical Degree,1,Male,3,3,Laboratory Technician,3,Married,13116,2,Y,No,11,3,4,0,15,2,3,2,2,2,2,2015,4,2,3,0,4,
107943,46,Yes,Non-Travel,Sales,26,Life Sciences,2,Male,2,2,Sales Executive,2,Divorced,7991,8,Y,No,15,3,3,0,6,3,3,2,2,2,2,2009,3,4,2,1,3,2011
107944,34,No,Travel_Rarely,Sales,3,Life Sciences,4,Female,3,2,Sales Executive,4,Single,6029,5,Y,Y,12,3,3,0,6,3,3,2,2,2,2,2015,2,3,4,1,2,
107945,29,Yes,Travel_Rarely,Sales,9,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,1,Y,No,13,3,3,0,2,3,3,2,2,2,2,2014,2,5,4,1,2,2016
107946,24,No,Travel_Frequently,Human Resources,10,Medical,1,Male,3,1,Human Resources,4,Single,2145,0,Y,No,14,3,4,1,3,2,3,2,2,2,1,2015,3,4,5,0,5,
107947,44,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,4,2,Healthcare Representative,1,Married,5033,2,Y,No,15,3,2,1,10,5,3,2,0,2,2,2012,4,3,2,1,4,2014
107948,31,No,Travel_Rarely,Research & Development,4,Medical,1,Female,3,1,Laboratory Technician,3,Single,3978,8,Y,N,12,3,2,1,4,0,2,2,2,2,2,2015,5,2,3,0,3,
107949,28,No,Travel_Rarely,Sales,13,Marketing,4,Male,3,2,Sales Executive,3,Single,9854,3,Y,Yes,11,3,4,0,6,0,3,2,0,2,2,2015,4,2,3,0,4,
107950,32,Yes,Travel_Rarely,Sales,2,Marketing,2,Male,2,2,Sales Executive,2,Divorced,9907,7,Y,Yes,12,3,3,0,7,3,2,2,2,2,2,2009,3,4,2,1,3,2011
107951,39,No,Travel_Rarely,Research & Development,19,Other,4,Male,3,2,Research Scientist,4,Divorced,3902,8,Y,Y,14,3,3,3,7,2,3,2,2,2,2,2015,2,3,4,1,2,
107952,29,Yes,Travel_Rarely,Human Resources,13,Human Resources,1,Male,2,1,Human Resources,1,Divorced,2335,4,Y,Yes,15,3,4,3,4,3,3,2,2,2,0,2014,2,5,4,1,2,2016
107953,47,No,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,3,1,Laboratory Technician,3,Single,2105,4,Y,No,12,3,3,0,7,2,3,2,2,2,0,2015,3,4,5,0,5,
107954,20,Yes,Travel_Frequently,Sales,9,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,0,2,3,3,2,2,0,2,2012,4,3,2,1,4,2014
107955,46,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,5,Research Director,4,Single,19627,9,Y,N,17,3,4,2,23,0,3,2,2,2,2,2015,5,2,3,0,3,
107956,33,No,Travel_Rarely,Research & Development,25,Medical,1,Male,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,4,0,5,0,3,2,2,2,2,2015,4,2,3,0,4,
107957,38,Yes,Travel_Frequently,Research & Development,3,Other,2,Male,3,1,Research Scientist,3,Divorced,2821,3,Y,No,16,3,1,1,8,2,3,2,2,2,2,2009,3,4,2,1,3,2011
107958,33,No,Non-Travel,Sales,8,Life Sciences,2,Female,3,1,Sales Representative,4,Single,2342,0,Y,Y,19,3,3,0,3,2,2,2,2,2,2,2015,2,3,4,1,2,
107959,26,Yes,Non-Travel,Sales,29,Medical,2,Male,1,2,Sales Executive,1,Single,4969,8,Y,No,18,3,4,0,7,6,3,2,2,2,2,2014,2,5,4,1,2,2016
107960,48,No,Travel_Rarely,Research & Development,6,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,4240,2,Y,No,13,3,4,0,19,0,3,2,2,2,2,2015,3,4,5,0,5,
107961,41,Yes,Travel_Rarely,Research & Development,7,Medical,4,Female,3,2,Manufacturing Director,3,Single,5003,6,Y,No,14,3,2,0,8,6,3,2,2,2,1,2012,4,3,2,1,4,2014
107962,39,Yes,Travel_Rarely,Research & Development,6,Medical,4,Male,3,1,Laboratory Technician,1,Single,2404,7,Y,N,21,4,4,0,8,2,1,2,2,2,2,2011,5,2,3,0,3,2013
107963,28,No,Travel_Rarely,Research & Development,9,Medical,3,Male,3,1,Research Scientist,3,Divorced,2377,5,Y,No,18,3,4,1,6,2,3,2,2,2,2,2015,4,2,3,0,4,
107964,20,Yes,Travel_Rarely,Sales,2,Medical,2,Female,2,1,Sales Representative,3,Divorced,2044,1,Y,No,13,3,4,0,2,3,2,2,2,0,2,2009,3,4,2,1,3,2011
107965,27,No,Travel_Rarely,Research & Development,16,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,2811,9,Y,Y,14,3,3,1,4,2,3,2,2,2,2,2015,2,3,4,1,2,
107966,38,No,Travel_Frequently,Research & Development,10,Medical,3,Male,3,1,Research Scientist,3,Married,2684,0,Y,No,17,3,2,1,3,0,2,2,1,0,2,2015,2,5,4,1,2,
107967,28,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,2,1,Laboratory Technician,4,Single,3867,1,Y,Yes,12,3,2,1,2,2,3,2,2,2,2,2015,3,4,5,0,5,
107968,25,Yes,Travel_Rarely,Research & Development,1,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,Y,No,18,3,2,0,2,3,2,2,2,2,1,2012,4,3,2,1,4,2014
107969,58,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,3,1,Research Scientist,3,Single,2372,1,Y,N,12,3,4,2,2,3,3,2,2,2,2,2015,5,2,3,0,3,
107970,21,No,Travel_Frequently,Research & Development,10,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,2625,1,Y,No,20,4,4,0,2,2,1,2,2,2,2,2015,4,2,3,0,4,
107971,20,Yes,Travel_Rarely,Sales,21,Marketing,2,Male,4,1,Sales Representative,4,Divorced,2678,1,Y,No,17,3,4,0,2,2,3,2,1,2,2,2009,3,4,2,1,3,2011
107972,32,No,Travel_Frequently,Research & Development,13,Other,3,Female,3,1,Laboratory Technician,2,Married,2743,1,Y,Y,20,4,3,1,2,2,3,2,2,2,2,2015,2,3,4,1,2,
107973,21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,1,Y,Yes,11,3,3,0,2,6,4,2,2,2,2,2015,2,5,4,1,2,
107974,31,No,Travel_Frequently,Sales,20,Life Sciences,3,Male,4,1,Sales Representative,4,Single,2791,0,Y,No,12,3,1,1,3,4,3,2,2,2,2,2015,3,4,5,0,5,
107975,31,Yes,Travel_Frequently,Research & Development,15,Medical,3,Female,3,1,Laboratory Technician,3,Married,2610,1,Y,No,12,3,2,1,2,5,2,2,2,2,2,2012,4,3,2,1,4,2014
107976,20,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3033,1,Y,N,12,3,1,0,2,2,2,2,2,1,2,2015,5,2,3,0,3,
107977,35,No,Travel_Frequently,Research & Development,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,1,Y,No,13,3,4,1,2,2,4,2,2,2,2,2015,4,2,3,0,4,
107978,50,Yes,Travel_Frequently,Research & Development,2,Medical,2,Female,3,4,Healthcare Representative,1,Divorced,17856,2,Y,No,22,4,3,1,32,3,3,2,2,2,2,2009,3,4,2,1,3,2011
107979,36,Yes,Travel_Rarely,Sales,13,Marketing,2,Male,3,2,Sales Executive,1,Divorced,6134,5,Y,Y,13,3,3,3,16,3,3,2,2,2,2,2008,2,3,4,1,2,2010
107980,20,No,Travel_Rarely,Sales,2,Medical,3,Female,3,1,Sales Representative,3,Single,2783,1,Y,No,19,3,1,0,2,3,3,2,2,2,2,2015,2,5,4,1,2,
107981,20,No,Travel_Rarely,Sales,9,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,1,Y,No,11,3,1,0,2,3,3,2,2,0,2,2015,3,4,5,0,5,
107982,41,Yes,Travel_Rarely,Sales,23,Life Sciences,4,Female,3,3,Sales Executive,3,Single,7082,3,Y,Yes,16,3,2,0,21,2,3,2,0,0,2,2012,4,3,2,1,4,2014
107983,44,No,Travel_Rarely,Human Resources,1,Life Sciences,3,Female,3,1,Human Resources,4,Single,3195,4,Y,N,18,3,1,3,8,2,3,2,2,2,2,2015,5,2,3,0,3,
107984,49,No,Travel_Rarely,Research & Development,16,Medical,4,Male,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,4,1,17,2,2,2,2,2,2,2015,4,2,3,0,4,
107985,21,Yes,Travel_Rarely,Research & Development,5,Medical,2,Male,3,1,Research Scientist,4,Divorced,3117,1,Y,No,18,3,3,0,3,2,3,2,2,2,2,2009,3,4,2,1,3,2011
107986,35,Yes,Travel_Rarely,Sales,15,Medical,1,Male,3,2,Sales Executive,4,Divorced,5440,6,Y,Y,14,3,3,2,7,2,2,2,2,2,2,2008,2,3,4,1,2,2010
107987,48,No,Travel_Frequently,Research & Development,4,Medical,3,Male,2,4,Manufacturing Director,4,Married,15202,2,Y,No,25,4,2,1,23,3,3,2,2,2,2,2015,2,5,4,1,2,
107988,23,No,Travel_Rarely,Research & Development,10,Technical Degree,4,Male,4,1,Research Scientist,3,Single,2073,2,Y,No,16,3,4,1,4,2,3,2,2,2,2,2015,3,4,5,0,5,
107989,33,Yes,Travel_Rarely,Sales,8,Life Sciences,1,Female,3,2,Sales Executive,1,Married,6392,2,Y,No,13,3,2,1,8,6,1,2,2,2,2,2012,4,3,2,1,4,2014
107990,40,No,Non-Travel,Research & Development,8,Life Sciences,4,Male,3,2,Healthcare Representative,4,Single,4069,3,Y,N,18,3,3,0,8,2,3,2,2,2,2,2015,5,2,3,0,3,
107991,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,2,Research Scientist,4,Married,5484,9,Y,No,17,3,4,1,9,3,2,2,2,2,1,2015,4,2,3,0,4,
107992,44,Yes,Travel_Frequently,Research & Development,2,Medical,2,Male,3,3,Manufacturing Director,3,Divorced,10209,5,Y,Yes,18,3,2,0,16,2,2,2,2,2,2,2009,3,4,2,1,3,2011
107993,39,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,3,3,Manufacturing Director,2,Single,8376,4,Y,Y,18,3,3,0,9,3,3,2,0,2,2,2015,2,3,4,1,2,
107994,31,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,3722,6,Y,Yes,13,3,3,1,7,2,1,2,2,2,2,2014,2,5,4,1,2,2016
107995,34,No,Travel_Rarely,Human Resources,9,Technical Degree,1,Male,3,1,Human Resources,3,Single,2742,1,Y,No,15,3,4,0,2,0,3,2,2,2,2,2015,3,4,5,0,5,
107996,48,Yes,Travel_Rarely,Sales,7,Marketing,3,Female,3,2,Sales Executive,1,Divorced,5486,4,Y,No,11,3,2,3,15,3,3,2,2,2,2,2012,4,3,2,1,4,2014
107997,30,No,Travel_Rarely,Sales,16,Life Sciences,4,Male,3,2,Sales Executive,3,Single,5301,8,Y,N,15,3,3,2,4,2,2,2,1,2,2,2015,5,2,3,0,3,
107998,35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,2,Y,No,11,3,4,0,10,2,3,2,2,2,2,2015,4,2,3,0,4,
107999,31,Yes,Travel_Frequently,Sales,20,Life Sciences,2,Male,4,1,Sales Representative,4,Divorced,2791,0,Y,No,12,3,1,1,3,4,3,2,2,2,2,2009,3,4,2,1,3,2011
108000,21,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Female,3,1,Research Scientist,2,Single,2070,1,Y,Y,11,3,3,0,2,6,4,2,2,2,2,2015,2,3,4,1,2,
108001,33,Yes,Travel_Rarely,Research & Development,25,Medical,1,Male,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,2,0,5,0,3,2,2,2,2,2014,2,5,4,1,2,2016
108002,31,No,Travel_Frequently,Research & Development,15,Medical,3,Male,3,1,Laboratory Technician,3,Single,2610,1,Y,No,12,3,3,1,2,5,2,2,2,2,2,2015,3,4,5,0,5,
108003,35,Yes,Travel_Frequently,Research & Development,4,Other,4,Female,2,1,Laboratory Technician,4,Married,2376,1,Y,No,13,3,2,1,2,2,4,2,2,2,2,2012,4,3,2,1,4,2014
108004,41,No,Travel_Rarely,Research & Development,7,Medical,4,Female,3,2,Manufacturing Director,3,Single,5003,6,Y,N,14,3,2,0,8,6,3,2,2,2,1,2015,5,2,3,0,3,
108005,26,No,Non-Travel,Sales,29,Medical,2,Male,1,2,Sales Executive,1,Single,4969,8,Y,No,18,3,4,0,7,6,3,2,2,2,2,2015,4,2,3,0,4,
108006,48,Yes,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,2,2,Healthcare Representative,3,Divorced,4240,2,Y,No,13,3,4,0,19,0,3,2,2,2,2,2009,3,4,2,1,3,2011
108007,38,No,Travel_Frequently,Research & Development,10,Medical,3,Male,3,1,Research Scientist,3,Married,2684,0,Y,Y,17,3,3,1,3,0,2,2,1,0,2,2015,2,3,4,1,2,
108008,27,No,Travel_Rarely,Research & Development,16,Technical Degree,3,Female,3,1,Laboratory Technician,2,Married,2811,9,Y,No,14,3,2,1,4,2,3,2,2,2,2,2015,2,5,4,1,2,
108009,38,No,Travel_Frequently,Research & Development,3,Other,3,Male,3,1,Research Scientist,3,Single,2821,3,Y,No,16,3,1,1,8,2,3,2,2,2,2,2015,3,4,5,0,5,
108010,20,Yes,Travel_Frequently,Sales,9,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,0,2,3,3,2,2,0,2,2012,4,3,2,1,4,2014
108011,46,No,Travel_Rarely,Research & Development,1,Medical,4,Male,3,5,Research Director,4,Single,19627,9,Y,N,17,3,4,2,23,0,3,2,2,2,2,2015,5,2,3,0,3,
108012,33,No,Non-Travel,Sales,8,Life Sciences,2,Male,2,1,Sales Representative,4,Single,2342,0,Y,No,19,3,4,0,3,2,2,2,2,2,2,2015,4,2,3,0,4,
108013,20,Yes,Travel_Rarely,Sales,2,Medical,2,Female,2,1,Sales Representative,3,Divorced,2044,1,Y,No,13,3,4,0,2,3,2,2,2,0,2,2009,3,4,2,1,3,2011
108014,28,No,Travel_Rarely,Research & Development,9,Medical,3,Female,3,1,Research Scientist,3,Divorced,2377,5,Y,Y,18,3,3,1,6,2,3,2,2,2,2,2015,2,3,4,1,2,
108015,39,Yes,Travel_Rarely,Research & Development,6,Medical,4,Male,3,1,Laboratory Technician,1,Married,2404,7,Y,Yes,21,4,4,0,8,2,1,2,2,2,2,2014,2,5,4,1,2,2016
108016,42,No,Travel_Frequently,Research & Development,2,Medical,2,Male,3,1,Research Scientist,4,Single,2515,5,Y,Yes,14,3,4,0,8,2,3,2,1,2,2,2015,3,4,5,0,5,
108017,22,Yes,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,4775,6,Y,No,22,4,2,2,4,2,1,2,2,2,2,2012,4,3,2,1,4,2014
108018,53,No,Travel_Rarely,Sales,8,Marketing,1,Male,3,4,Sales Executive,4,Single,11836,5,Y,N,14,3,3,1,28,3,3,2,0,2,2,2015,5,2,3,0,3,
108019,38,No,Travel_Rarely,Sales,9,Marketing,2,Male,2,1,Sales Representative,2,Married,2899,0,Y,No,19,3,4,1,3,3,3,2,2,1,2,2015,4,2,3,0,4,
108020,30,Yes,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,1,1,Laboratory Technician,3,Divorced,3833,3,Y,No,21,4,3,2,7,2,3,2,2,0,2,2009,3,4,2,1,3,2011
108021,28,Yes,Travel_Rarely,Research & Development,2,Medical,3,Male,3,1,Research Scientist,3,Single,4382,6,Y,Y,17,3,3,0,5,3,2,2,2,2,1,2008,2,3,4,1,2,2010
108022,35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,4,1,Research Scientist,3,Single,2506,3,Y,No,13,3,3,0,7,0,3,2,2,2,2,2015,2,5,4,1,2,
108023,39,No,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,3,3,Manufacturing Director,2,Single,8376,4,Y,No,18,3,4,0,9,3,3,2,0,2,2,2015,3,4,5,0,5,
108024,23,Yes,Travel_Rarely,Research & Development,10,Technical Degree,4,Female,4,1,Research Scientist,3,Married,2073,2,Y,No,16,3,2,1,4,2,3,2,2,2,2,2012,4,3,2,1,4,2014
108025,34,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,2,Research Scientist,4,Single,5484,9,Y,N,17,3,2,1,9,3,2,2,2,2,1,2015,5,2,3,0,3,
108026,40,No,Non-Travel,Research & Development,8,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,4069,3,Y,Yes,18,3,4,0,8,2,3,2,2,2,2,2015,4,2,3,0,4,
108027,33,Yes,Travel_Rarely,Sales,8,Life Sciences,2,Male,3,2,Sales Executive,1,Divorced,6392,2,Y,No,13,3,4,1,8,6,1,2,2,2,2,2009,3,4,2,1,3,2011
108028,30,No,Travel_Rarely,Sales,16,Life Sciences,4,Male,3,2,Sales Executive,3,Married,5301,8,Y,Y,15,3,3,2,4,2,2,2,1,2,2,2015,2,3,4,1,2,
108029,44,No,Travel_Frequently,Research & Development,2,Medical,2,Male,3,3,Manufacturing Director,3,Single,10209,5,Y,Yes,18,3,2,0,16,2,2,2,2,2,2,2015,2,5,4,1,2,
108030,48,No,Travel_Rarely,Sales,7,Marketing,3,Male,3,2,Sales Executive,1,Single,5486,4,Y,No,11,3,1,3,15,3,3,2,2,2,2,2015,3,4,5,0,5,
108031,34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,Female,3,1,Human Resources,3,Married,2742,1,Y,No,15,3,2,0,2,0,3,2,2,2,2,2012,4,3,2,1,4,2014
108032,31,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,3,1,Laboratory Technician,4,Single,3722,6,Y,N,13,3,3,1,7,2,1,2,2,2,2,2011,5,2,3,0,3,2013
108033,35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,Male,3,3,Manufacturing Director,4,Single,9362,2,Y,No,11,3,4,0,10,2,3,2,2,2,2,2015,4,2,3,0,4,
108034,21,Yes,Travel_Frequently,Research & Development,10,Life Sciences,2,Female,2,1,Laboratory Technician,3,Divorced,2625,1,Y,No,20,4,3,0,2,2,1,2,2,2,2,2009,3,4,2,1,3,2011
108035,32,No,Travel_Frequently,Research & Development,13,Other,3,Female,3,1,Laboratory Technician,2,Married,2743,1,Y,Y,20,4,3,1,2,2,3,2,2,2,2,2015,2,3,4,1,2,
108036,20,No,Travel_Rarely,Sales,21,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,Y,No,17,3,4,0,2,2,3,2,1,2,2,2015,2,5,4,1,2,
108037,50,No,Travel_Frequently,Research & Development,2,Medical,4,Male,3,4,Manufacturing Director,1,Single,17856,2,Y,No,22,4,3,1,32,3,3,2,2,2,2,2015,3,4,5,0,5,
108038,20,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,2,1,Laboratory Technician,3,Single,3033,1,Y,No,12,3,2,0,2,2,2,2,2,1,2,2012,4,3,2,1,4,2014
108039,25,No,Travel_Rarely,Research & Development,1,Medical,4,Female,3,1,Research Scientist,2,Single,2096,1,Y,N,18,3,4,0,2,3,2,2,2,2,1,2015,5,2,3,0,3,
108040,58,No,Travel_Rarely,Research & Development,23,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2372,1,Y,No,12,3,4,2,2,3,3,2,2,2,2,2015,4,2,3,0,4,
108041,28,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,Male,2,1,Laboratory Technician,4,Divorced,3867,1,Y,Yes,12,3,2,1,2,2,3,2,2,2,2,2009,3,4,2,1,3,2011
108042,46,No,Travel_Frequently,Research & Development,18,Medical,1,Female,3,3,Healthcare Representative,3,Married,10527,5,Y,Y,11,3,3,0,28,3,2,2,2,1,2,2015,2,3,4,1,2,
108043,42,No,Travel_Frequently,Research & Development,5,Other,2,Male,3,1,Laboratory Technician,3,Married,2093,4,Y,No,17,3,4,1,8,4,3,2,2,2,0,2015,2,5,4,1,2,
108044,22,No,Travel_Frequently,Research & Development,4,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,3894,5,Y,No,16,3,3,0,4,3,3,2,2,1,2,2015,3,4,5,0,5,
108045,24,Yes,Travel_Frequently,Sales,24,Medical,4,Female,3,1,Sales Representative,4,Married,2400,0,Y,No,13,3,2,2,3,3,3,2,2,2,1,2012,4,3,2,1,4,2014
108046,44,No,Travel_Rarely,Human Resources,1,Life Sciences,1,Female,3,2,Human Resources,3,Single,5985,4,Y,N,11,3,2,0,10,1,4,2,2,0,2,2015,5,2,3,0,3,
108047,44,No,Travel_Rarely,Research & Development,3,Other,4,Male,3,5,Manufacturing Director,4,Married,19513,4,Y,Yes,12,3,4,1,26,2,4,2,2,0,1,2015,4,2,3,0,4,
108048,22,Yes,Travel_Rarely,Research & Development,6,Medical,2,Male,3,1,Research Scientist,3,Divorced,2773,0,Y,No,20,4,4,0,3,3,3,2,2,2,2,2009,3,4,2,1,3,2011
108049,24,Yes,Travel_Rarely,Sales,3,Life Sciences,1,Female,3,2,Sales Executive,3,Single,4577,9,Y,Y,14,3,3,0,4,3,3,2,2,2,0,2008,2,3,4,1,2,2010
108050,48,No,Travel_Rarely,Sales,2,Marketing,2,Male,4,2,Sales Executive,2,Married,8120,3,Y,No,12,3,4,0,12,3,3,2,2,2,2,2015,2,5,4,1,2,
108051,60,No,Travel_Rarely,Sales,16,Marketing,1,Male,3,2,Sales Executive,1,Single,5405,8,Y,No,14,3,4,0,10,1,3,2,2,2,2,2015,3,4,5,0,5,
108052,26,Yes,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,1,1,Laboratory Technician,4,Divorced,4364,3,Y,No,14,3,2,1,5,2,3,2,2,2,0,2012,4,3,2,1,4,2014
108053,23,No,Travel_Rarely,Research & Development,10,Medical,1,Male,3,1,Research Scientist,3,Single,3505,1,Y,N,18,3,4,0,2,3,3,2,2,0,2,2015,5,2,3,0,3,
108054,29,No,Travel_Rarely,Sales,10,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2297,1,Y,No,14,3,4,2,2,2,3,2,2,2,2,2015,4,2,3,0,4,
108055,53,Yes,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,3,2,Laboratory Technician,4,Divorced,2450,2,Y,No,17,3,4,0,19,4,3,2,2,2,2,2009,3,4,2,1,3,2011
108056,42,Yes,Travel_Frequently,Research & Development,19,Medical,3,Male,3,1,Research Scientist,3,Divorced,2759,6,Y,Y,12,3,3,0,7,2,3,2,2,2,2,2008,2,3,4,1,2,2010
108057,43,No,Travel_Frequently,Sales,15,Life Sciences,4,Male,2,2,Sales Executive,4,Married,6804,3,Y,No,18,3,3,1,7,5,3,2,2,2,2,2015,2,5,4,1,2,
108058,50,No,Travel_Rarely,Sales,8,Marketing,4,Male,3,1,Sales Representative,2,Single,3875,7,Y,No,15,3,4,1,4,2,3,2,2,2,2,2015,3,4,5,0,5,
108059,31,Yes,Travel_Rarely,Human Resources,2,Human Resources,1,Female,2,2,Human Resources,1,Married,6410,3,Y,No,12,3,2,0,9,1,3,2,2,1,0,2012,4,3,2,1,4,2014
108060,31,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2695,0,Y,N,18,3,2,1,3,2,1,2,2,2,2,2015,5,2,3,0,3,
108061,31,No,Travel_Frequently,Sales,5,Marketing,4,Male,3,1,Sales Representative,2,Divorced,2789,1,Y,No,11,3,4,1,2,5,2,2,2,2,2,2015,4,2,3,0,4,
108062,30,Yes,Non-Travel,Sales,25,Technical Degree,2,Female,3,2,Sales Executive,3,Divorced,4736,7,Y,Yes,12,3,2,1,4,2,4,2,2,2,2,2009,3,4,2,1,3,2011
108063,29,Yes,Travel_Rarely,Research & Development,25,Technical Degree,3,Female,3,1,Research Scientist,2,Married,2546,5,Y,Y,16,3,3,0,6,2,4,2,2,1,1,2008,2,3,4,1,2,2010
108064,45,No,Travel_Rarely,Research & Development,10,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2654,3,Y,No,21,4,4,2,8,3,2,2,2,0,2,2015,2,5,4,1,2,
108065,25,No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,1,Single,4031,5,Y,No,13,3,3,1,6,5,3,2,2,0,2,2015,3,4,5,0,5,
108066,34,Yes,Travel_Frequently,Sales,6,Marketing,4,Female,1,1,Sales Representative,3,Divorced,2351,0,Y,No,16,3,2,1,3,3,2,2,2,1,0,2012,4,3,2,1,4,2014
108067,31,No,Travel_Rarely,Research & Development,9,Life Sciences,3,Male,3,1,Research Scientist,2,Single,2657,0,Y,N,16,3,4,0,3,5,3,2,2,2,2,2015,5,2,3,0,3,
108068,36,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,1,Research Scientist,3,Married,2543,4,Y,No,13,3,4,1,6,3,3,2,2,2,2,2015,4,2,3,0,4,
108069,22,Yes,Travel_Rarely,Research & Development,11,Medical,2,Female,3,1,Research Scientist,2,Divorced,2244,1,Y,No,13,3,4,1,2,1,3,2,1,1,2,2009,3,4,2,1,3,2011
108070,25,No,Travel_Rarely,Sales,28,Life Sciences,1,Male,3,2,Sales Executive,3,Married,8639,2,Y,Y,18,3,3,0,6,3,3,2,2,2,2,2015,2,3,4,1,2,
108071,50,No,Travel_Frequently,Sales,12,Marketing,3,Female,3,3,Sales Executive,4,Single,9208,4,Y,No,11,3,4,0,16,3,3,2,2,2,1,2015,2,5,4,1,2,
108072,31,No,Travel_Rarely,Sales,20,Life Sciences,2,Male,1,2,Sales Executive,3,Single,4559,3,Y,Yes,11,3,3,1,4,2,3,2,2,2,2,2015,3,4,5,0,5,
108073,22,Yes,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,3,1,Laboratory Technician,4,Married,2523,0,Y,No,14,3,2,1,3,2,3,2,1,2,1,2012,4,3,2,1,4,2014
